id,rate
40001,30.5
40003,26.8
40005,28.8
40007,26.3
40009,25.8
40011,29.6
40013,25.9
40015,29.2
40017,24.9
40019,26.1
40021,29.2
40023,26.6
40025,25
40027,22.8
40029,28.7
40031,26.6
40033,25.8
40035,28.4
40037,27
40039,25.1
40041,27.6
40043,25.6
40045,25
40047,26.1
40049,26.7
40051,26.3
40053,26.6
40055,25.3
40057,25.1
40059,25.4
40061,27
40063,25.4
40065,25.9
40067,26.6
40069,28.9
40071,25.4
40073,26.7
40075,30.2
40077,28.2
40079,28
40081,26.8
40083,27.4
40085,28
40087,25.1
40089,29.9
40091,26.6
40093,26.9
40095,27.5
40097,28.2
40099,25.3
40101,28
40103,25.6
40105,27.5
40107,27.8
40109,24
40111,28.3
40113,29.7
40115,28.1
40117,28.2
40119,24
40121,30.2
40123,26.8
40125,27.6
40127,27.4
40129,27
40131,25.2
40133,26.2
40135,28.3
40137,26.6
40139,24.2
40141,26.2
40143,23.3
40145,27.3
40147,25.2
40149,27.3
40151,25
40153,27.4
41001,22.3
41003,19.5
41005,21.7
41007,26.4
41009,30.4
41011,24.4
41013,24.3
41015,20.8
41017,18.8
41019,26.3
41021,23.6
41023,24
41025,25.5
41027,22.6
41029,20.4
41031,22.7
41033,22.6
41035,26.8
41037,26
41039,24.2
41041,25.7
41043,28.8
41045,25.8
41047,26.3
41049,24.4
41051,20
41053,23.7
41055,23.6
41057,22.7
41059,27
41061,22.2
41063,22.1
41065,26
41067,20.2
41069,24.8
41071,25.3
42001,26.2
42003,21.8
42005,27.4
42007,25
42009,27
42011,25.6
42013,25.3
42015,26.5
42017,20.8
42019,25.9
42021,25.1
42023,27.8
42025,24.7
42027,24.1
42029,18.4
42031,25
42033,28.6
42035,26.7
42037,26.1
42039,25.6
42041,24.6
42043,26.2
42045,24.3
42047,26.6
42049,24.6
42051,30.6
42053,26.6
42055,26.3
42057,24.2
42059,28.6
42061,28.9
42063,22.8
42065,27.8
42067,26.5
42069,24.1
42071,24.2
42073,24.9
42075,26.3
42077,24.1
42079,25.3
42081,26.3
42083,26.1
42085,27.4
42087,27.2
42089,25.9
42091,19.8
42093,26.7
42095,25.4
42097,28.7
42099,27.4
42101,27.1
42103,23.9
42105,25.4
42107,23.2
42109,25.4
42111,26.9
42113,27
42115,24.9
42117,27.5
42119,28
42121,23.1
42123,23.8
42125,28.2
42127,22.8
42129,26.8
42131,26
42133,25.4
44001,17.5
44003,19.6
44005,16.8
44007,20.9
44009,16.7
45001,26.3
45003,27.3
45005,31.6
45007,27.6
45009,31.5
45011,29.2
45013,20.2
45015,27.8
45017,30.4
45019,23.3
45021,28.2
45023,30.6
45025,27.5
45027,27.1
45029,30.5
45031,29.9
45033,30.3
45035,26.4
45037,27.3
45039,32.2
45041,27.5
45043,25.7
45045,22.5
45047,27.7
45049,31.2
45051,24.2
45053,31.2
45055,27
45057,26.8
45059,30.2
45061,30.6
45063,26.7
45065,29.3
45067,31.3
45069,31.1
45071,29.4
45073,24.8
45075,35.2
45077,22.4
45079,24.6
45081,26.8
45083,25.2
45085,29.1
45087,29.3
45089,32.9
45091,25.5
46003,26.5
46005,28.6
46007,33
46009,25.3
46011,23.3
46013,27.5
46015,27.1
46017,36.1
46019,24.2
46021,25.7
46023,29.8
46025,25.4
46027,25.5
46029,25.2
46031,37.2
46033,22.7
46035,24
46037,26
46039,24.5
46041,33.6
46043,24.9
46045,26.7
46047,24.4
46049,24.7
46051,26.4
46053,25.5
46055,25.3
46057,27.3
46059,27.9
46061,25
46063,26.2
46065,25.8
46067,25.1
46069,27
46071,28.7
46073,26.8
46075,25.2
46077,26
46079,26.4
46081,21.2
46083,23.2
46085,29.9
46087,25
46089,26.4
46091,28.3
46093,24.9
46095,33.1
46097,26.1
46099,23.8
46101,26.7
46103,21.5
46105,24.7
46107,25.3
46109,28.4
46111,26.2
46113,35.9
46115,29.1
46117,26.6
46119,27
46121,35.1
46123,27.6
46125,25.9
46127,25.4
46129,25
46135,26.2
46137,34.3
47001,24.5
47003,24.1
47005,25.2
47007,25.2
47009,27.5
47011,27.1
47013,25.7
47015,25.8
47017,28.2
47019,26.9
47021,24.4
47023,25.8
47025,27.9
47027,26.6
47029,26.7
47031,24.7
47033,27.2
47035,26.4
47037,25.5
47039,24.2
47041,26.5
47043,27.1
47045,29
47047,26.9
47049,24.7
47051,25.6
47053,28.8
47055,26.3
47057,24.8
47059,25.9
47061,28.8
47063,26.8
47065,27.3
47067,25.9
47069,28.4
47071,25.7
47073,25.4
47075,29.2
47077,25.2
47079,27.3
47081,26.5
47083,25.6
47085,25
47087,26.6
47089,24.1
47091,24.9
47093,25.9
47095,27.8
47097,28.7
47099,28.5
47101,26.7
47103,26.2
47105,26.3
47107,26.5
47109,26.6
47111,26.4
47113,30.4
47115,26
47117,29.5
47119,26.4
47121,26.1
47123,25.6
47125,25.8
47127,25.5
47129,25.2
47131,28.1
47133,26.5
47135,26
47137,24.8
47139,26.5
47141,25.3
47143,26.7
47145,26.2
47147,27.5
47149,26.4
47151,25.9
47153,25
47155,28.3
47157,27.8
47159,28.3
47161,27.2
47163,26.7
47165,22.8
47167,28.1
47169,26.3
47171,26.9
47173,26.5
47175,26.6
47177,24.3
47179,25.4
47181,27.3
47183,26.9
47185,27.9
47187,22.9
47189,25.7
48001,25.6
48003,25.4
48005,26.4
48007,24.6
48009,24.6
48011,25.1
48013,24.5
48015,25.5
48017,23.9
48019,24.3
48021,25.4
48023,24.1
48025,25.3
48027,27.4
48029,24.5
48031,24.1
48033,24.4
48035,24.4
48037,26.5
48039,26.1
48041,23
48043,24.3
48045,24.6
48047,24
48049,26.1
48051,27.1
48053,23.8
48055,24.8
48057,24.4
48059,24.5
48061,23.8
48063,25.8
48065,25.9
48067,27
48069,25.3
48071,26.2
48073,26.5
48075,25.1
48077,25.7
48079,24.9
48081,23.1
48083,23.8
48085,23.2
48087,24.2
48089,24.8
48091,24.2
48093,23.7
48095,24.5
48097,25.5
48099,24.8
48101,24.6
48103,24.8
48105,24.4
48107,25.6
48109,24.5
48111,25
48113,23.8
48115,24.3
48117,24.1
48119,24.6
48121,22.2
48123,24.7
48125,24.2
48127,24.9
48129,25.1
48131,24.2
48133,24.3
48135,24.5
48137,25
48139,25.5
48141,23.2
48143,24.7
48145,26.3
48147,26.5
48149,24.5
48151,24.1
48153,24.4
48155,23.8
48157,24.9
48159,23.6
48161,25.5
48163,25.2
48165,24.3
48167,25.7
48169,24.7
48171,22.5
48173,25
48175,24.6
48177,25.6
48179,25.5
48181,24.8
48183,25.3
48185,26.7
48187,24.5
48189,24.2
48191,24.1
48193,23.3
48195,24.2
48197,24.5
48199,24.4
48201,23.4
48203,26.2
48205,25.1
48207,24
48209,23.3
48211,25.1
48213,23.6
48215,26.1
48217,26.6
48219,24.5
48221,23.9
48223,25.2
48225,24.9
48227,24
48229,24.8
48231,25.4
48233,25.4
48235,24.3
48237,24.7
48239,25
48241,26.4
48243,24.7
48245,26.8
48247,24.4
48249,24.5
48251,26.2
48253,24.9
48255,25
48257,24.6
48259,23.8
48261,25.1
48263,24
48265,23.4
48267,24.3
48269,25.2
48271,23.9
48273,24.6
48275,24.2
48277,26.2
48279,24.6
48281,24.7
48283,25.2
48285,25
48287,25.9
48289,24.7
48291,26
48293,25.2
48295,25
48297,24.8
48299,22.6
48301,24.9
48303,24.5
48305,24.6
48307,23.8
48309,23.9
48311,24.3
48313,25.2
48315,26.2
48317,24.6
48319,24.7
48321,26.6
48323,25.1
48325,24
48327,23.9
48329,24.9
48331,26.2
48333,24.4
48335,25.6
48337,24.1
48339,24.3
48341,25.3
48343,26.2
48345,24.2
48347,25.9
48349,26.2
48351,27.1
48353,25
48355,25.5
48357,25.3
48359,25.4
48361,25.6
48363,24.9
48365,26
48367,23.9
48369,25
48371,24.9
48373,26.4
48375,23.7
48377,24.2
48379,24.6
48381,26.1
48383,25.5
48385,24
48387,24.9
48389,24.9
48391,25.2
48393,26.2
48395,26.3
48397,25.5
48399,23.9
48401,26.7
48403,24.7
48405,25.6
48407,27.6
48409,24.6
48411,24.6
48413,24.9
48415,24.2
48417,24.4
48419,25.6
48421,24.8
48423,28
48425,24.5
48427,24.3
48429,26.1
48431,24.2
48433,24.2
48435,25.1
48437,23.9
48439,22.3
48441,24.9
48443,24.8
48445,25.3
48447,23.8
48449,24.6
48451,22.9
48453,19.4
48455,26.4
48457,24.2
48459,26.1
48461,25.3
48463,24.4
48465,24
48467,23.7
48469,25.7
48471,25.7
48473,26.6
48475,24.7
48477,26
48479,23.9
48481,27.9
48483,24.7
48485,24.4
48487,25.2
48489,24.1
48491,21.3
48493,24.3
48495,25.4
48497,25.5
48499,24.5
48501,25.7
48503,23.7
48505,24.5
48507,24.3
49001,20.6
49003,23.9
49005,19.7
49007,22.5
49009,20.4
49011,19.6
49013,25.8
49015,22.4
49017,21.5
49019,18.8
49021,20.9
49023,22.2
49025,21.9
49027,24.6
49029,20.2
49031,22.4
49033,21.5
49035,21.2
49037,21.4
49039,20.3
49041,20.8
49043,12.4
49045,23.6
49047,25.2
49049,19.4
49051,18.4
49053,18.7
49055,21
49057,22.6
50001,20.9
50003,18.8
50005,20.6
50007,17.5
50009,20.9
50011,23.8
50013,19.6
50015,20.6
50017,21.8
50019,22
50021,21.7
50023,20.9
50025,18.3
50027,18.1
51001,29.3
51003,21.5
51005,24.1
51007,26.9
51009,26.3
51011,25.5
51013,18.5
51015,23.8
51017,23.6
51019,23.2
51021,25.6
51023,23.4
51025,29.6
51027,24.1
51029,26.7
51031,25.7
51033,27.1
51035,23.4
51036,28.3
51037,26.6
51041,26.3
51043,23
51045,22.8
51047,26.5
51049,26.3
51051,24.4
51053,26.6
51057,25.5
51059,20.4
51061,21.9
51063,22.7
51065,23.4
51067,23.4
51069,23.8
51071,23.5
51073,24.7
51075,25.2
51077,22.7
51079,24.6
51081,29.4
51083,28.4
51085,21.3
51087,24.6
51089,25.1
51091,22.4
51093,26.1
51095,24
51097,26
51099,25.2
51101,26
51103,23.7
51105,25.7
51107,20.6
51109,23.9
51111,26.6
51113,24.7
51115,23.4
51117,27.6
51119,23.6
51121,22.5
51125,25
51127,24.6
51131,28.4
51133,23.8
51135,26.4
51137,25.5
51139,22.7
51141,21.8
51143,27.6
51145,26.2
51147,24.6
51149,26.5
51153,27.7
51155,25.9
51157,23.2
51159,26.2
51161,21.7
51163,23.1
51165,22.4
51167,23
51169,24.4
51171,26.4
51173,22
51175,26.5
51177,22
51179,24.6
51181,28.1
51183,29.1
51185,25
51187,22.5
51191,24.8
51193,26.8
51195,26
51197,23.8
51199,23.1
51510,21.5
51515,24.1
51520,22.6
51530,22.6
51540,22.8
51550,27.2
51570,23.3
51580,24.3
51590,27.9
51595,27.1
51600,23.9
51610,24.3
51620,27.8
51630,25.4
51640,22.5
51650,28.3
51660,23.2
51670,25.5
51678,23.1
51680,24.6
51683,24.5
51685,25.7
51690,27.3
51700,28.5
51710,26.3
51720,23.5
51730,32.6
51735,23.3
51740,29.4
51750,23.5
51760,26
51770,27.3
51775,24.9
51790,24.5
51800,26.5
51810,23
51820,22.6
51830,23.6
51840,22.1
53001,29
53003,25.9
53005,23.1
53007,21.4
53009,24
53011,26.4
53013,28.1
53015,29
53017,24
53019,26.4
53021,23.5
53023,27.6
53025,26.7
53027,27.2
53029,23.1
53031,20.9
53033,18.8
53035,24.2
53037,21.6
53039,25.8
53041,28
53043,26.9
53045,24.7
53047,24.6
53049,29
53051,25.2
53053,26
53055,16.6
53057,21.5
53059,24.5
53061,24.1
53063,23.6
53065,24.6
53067,24.3
53069,26.6
53071,25.2
53073,21.2
53075,22.9
53077,24.5
54001,27.9
54003,29.1
54005,31.5
54007,28.6
54009,29.3
54011,27.7
54013,28.4
54015,29.9
54017,28
54019,31.6
54021,28.3
54023,28.5
54025,29.4
54027,27.3
54029,26.6
54031,29.9
54033,26.8
54035,28.3
54037,28.7
54039,28.6
54041,29.5
54043,27.9
54045,35.7
54047,31.9
54049,27.5
54051,26
54053,31.6
54055,26
54057,28.5
54059,31.8
54061,25.2
54063,28.3
54065,27.6
54067,29.2
54069,26.5
54071,27
54073,30.2
54075,30.4
54077,27.1
54079,26.2
54081,26.9
54083,27.4
54085,27.8
54087,27.9
54089,29.2
54091,28.6
54093,30.6
54095,30.3
54097,28.6
54099,29.7
54101,30.1
54103,27.9
54105,28
54107,30.3
54109,28.5
55001,24.5
55003,23.4
55005,25.2
55007,24.8
55009,22.5
55011,24
55013,24.2
55015,24.7
55017,22.8
55019,23.7
55021,23.6
55023,23.6
55025,20.8
55027,25.2
55029,23.9
55031,23.8
55033,22.6
55035,23.3
55037,24.1
55039,24.6
55041,24.4
55043,24.4
55045,26.4
55047,23.2
55049,23.5
55051,23.7
55053,24
55055,23.1
55057,23.1
55059,25.4
55061,23.8
55063,23.2
55065,23.9
55067,25.3
55069,23.8
55071,25.9
55073,23.7
55075,25.2
55077,25.1
55078,29.7
55079,26.5
55081,23.5
55083,25.5
55085,22.9
55087,24.6
55089,22.4
55091,23.4
55093,23.5
55095,23.9
55097,22.1
55099,24.4
55101,23.6
55103,23.6
55105,25.8
55107,24
55109,24
55111,23.6
55113,25.8
55115,24.1
55117,23.2
55119,23.7
55121,24.9
55123,23.2
55125,24.2
55127,23.5
55129,23.9
55131,22.2
55133,20.7
55135,25.3
55137,23.8
55139,23.8
55141,24.1
56001,19.6
56003,21.5
56005,23.9
56007,26.2
56009,21.9
56011,20.9
56013,22.4
56015,21.4
56017,25.4
56019,19.5
56021,21.7
56023,22.4
56025,21.8
56027,22.2
56029,18.1
56031,23.3
56033,20.4
56035,20.7
56037,24.3
56039,12.4
56041,21.9
56043,21.4
56045,22.8
72001,No Data
72003,No Data
72005,No Data
72007,No Data
72009,No Data
72011,No Data
72013,No Data
72015,No Data
72017,No Data
72019,No Data
72021,No Data
72023,No Data
72025,No Data
72027,No Data
72029,No Data
72031,No Data
72033,No Data
72035,No Data
72037,No Data
72039,No Data
72041,No Data
72043,No Data
72045,No Data
72047,No Data
72049,No Data
72051,No Data
72053,No Data
72054,No Data
72055,No Data
72057,No Data
72059,No Data
72061,No Data
72063,No Data
72065,No Data
72067,No Data
72069,No Data
72071,No Data
72073,No Data
72075,No Data
72077,No Data
72079,No Data
72081,No Data
72083,No Data
72085,No Data
72087,No Data
72089,No Data
72091,No Data
72093,No Data
72095,No Data
72097,No Data
72099,No Data
72101,No Data
72103,No Data
72105,No Data
72107,No Data
72109,No Data
72111,No Data
72113,No Data
72115,No Data
72117,No Data
72119,No Data
72121,No Data
72123,No Data
72125,No Data
72127,No Data
72129,No Data
72131,No Data
72133,No Data
72135,No Data
72137,No Data
72139,No Data
72141,No Data
72143,No Data
72145,No Data
72147,No Data
72149,No Data
72151,No Data
72153,No Data
