id,rate
46009,6984
46011,34135
46013,39128
46015,5238
46017,2043
46019,10205
46021,1378
46023,9396
46025,3656
46027,14086
46029,28063
46031,4132
46033,8596
46035,19903
46037,5571
46039,4231
46041,5742
46043,2932
46045,3952
46047,6849
46049,2354
46051,7148
46053,4171
46055,1892
46057,6028
46059,3319
46061,3374
46063,1278
46065,17600
46067,7368
46069,1352
46071,3326
46073,2004
46075,927
46077,5001
46079,12909
46081,25281
46083,54469
46085,3894
46087,5625
46089,2438
46091,4801
46093,27693
46095,2102
46097,2281
46099,187318
46101,6505
46102,14415
46103,109372
46105,2983
46107,2299
46109,10255
46111,2396
46115,6420
46117,2993
46119,1421
46121,10155
46123,5492
46125,8317
46127,14934
46129,5610
46135,22616
46137,2801
47001,75936
47003,47484
47005,16014
47007,14675
47009,128670
47011,104490
47013,39714
47015,14027
47017,28092
47019,56502
47021,39880
47023,17453
47025,31757
47027,7752
47029,35219
47031,54682
47033,14411
47035,58655
47037,684410
47039,11769
47041,19361
47043,52170
47045,37708
47047,39590
47049,18033
47051,41700
47053,49401
47055,29307
47057,23072
47059,68615
47061,13389
47063,63785
47065,357738
47067,6577
47069,25435
47071,25679
47073,56563
47075,17853
47077,27822
47079,32310
47081,24295
47083,8134
47085,18347
47087,11566
47089,53535
47091,17754
47093,456132
47095,7560
47097,26773
47099,43081
47101,11904
47103,33645
47105,51454
47107,52850
47109,25935
47111,23450
47113,97663
47115,28446
47117,31915
47119,89981
47121,12005
47123,45970
47125,195734
47127,6323
47129,21554
47131,30578
47133,22051
47135,7964
47137,5142
47139,16772
47141,75931
47143,32442
47145,52874
47147,69165
47149,308251
47151,21947
47153,14897
47155,96673
47157,934603
47159,19447
47161,13182
47163,156667
47165,180063
47167,61303
47169,8271
47171,17719
47173,19140
47175,5689
47177,40516
47179,127440
47181,16713
47183,33507
47185,26653
47187,219107
47189,132781
48001,57734
48003,17760
48005,87791
48007,25721
48009,8703
48011,1876
48013,48797
48015,29758
48017,7181
48019,21776
48021,82733
48023,3697
48025,32750
48027,340411
48029,1928680
48031,11392
48033,633
48035,18097
48037,93860
48039,354195
48041,220417
48043,9200
48045,1474
48047,7214
48049,38271
48051,17760
48053,46243
48055,41161
48057,21965
48059,13820
48061,422135
48063,12867
48065,6057
48067,30375
48069,7669
48071,39899
48073,51668
48075,7052
48077,10193
48079,2882
48081,3264
48083,8420
48085,939585
48087,3016
48089,21019
48091,134788
48093,13484
48095,4279
48097,39266
48099,74686
48101,1402
48103,4830
48105,3675
48107,5992
48109,2198
48111,7056
48113,2574984
48115,13111
48117,18830
48119,5215
48121,806180
48123,20865
48125,2184
48127,10794
48129,3405
48131,11428
48133,18274
48135,157462
48137,1911
48139,168499
48141,837918
48143,41659
48145,17273
48147,34031
48149,25149
48151,3854
48153,5917
48155,1183
48157,741237
48159,10607
48161,19624
48163,18956
48165,20478
48167,329431
48169,6442
48171,26521
48173,1314
48175,7517
48177,20876
48179,22725
48181,128235
48183,123745
48185,27671
48187,155265
48189,34263
48191,3138
48193,8304
48195,5538
48197,3906
48199,56322
48201,4589928
48203,66534
48205,5747
48207,5681
48209,204470
48211,4129
48213,79901
48215,849843
48217,35077
48219,23275
48221,56857
48223,36400
48225,22754
48227,36708
48229,4053
48231,92073
48233,21511
48235,1557
48237,8744
48239,14869
48241,35648
48243,2200
48245,254679
48247,5146
48249,41149
48251,163274
48253,20009
48255,15254
48257,118350
48259,42540
48261,404
48263,769
48265,51504
48267,4423
48269,289
48271,3590
48273,31690
48275,3806
48277,49791
48279,13275
48281,20760
48283,7613
48285,19809
48287,17055
48289,17299
48291,81704
48293,23468
48295,3487
48297,12056
48299,20362
48301,113
48303,303137
48305,5711
48307,8172
48309,247934
48311,804
48313,13987
48315,10147
48317,5723
48319,4111
48321,37187
48323,57685
48325,49283
48327,2123
48329,162565
48331,24871
48333,4907
48335,8720
48337,19414
48339,556203
48341,22120
48343,12593
48345,1160
48347,65806
48349,48523
48351,14003
48353,14993
48355,361350
48357,10306
48359,2076
48361,84964
48363,28053
48365,23492
48367,129441
48369,9776
48371,15970
48373,47916
48375,120832
48377,6958
48379,11314
48381,132501
48383,3608
48385,3389
48387,12207
48389,14921
48391,7321
48393,916
48395,16751
48397,93978
48399,10448
48401,52732
48403,10303
48405,8320
48407,27707
48409,67655
48411,5944
48413,3056
48415,17333
48417,3315
48419,25579
48421,3068
48423,225290
48425,8775
48427,64122
48429,9906
48431,1367
48433,1426
48435,3869
48437,7466
48439,2016872
48441,136535
48443,812
48445,12799
48447,1533
48449,32592
48451,118386
48453,1199323
48455,14442
48457,21320
48459,40969
48461,3673
48463,27285
48465,48881
48467,54355
48469,92467
48471,71484
48473,50115
48475,11600
48477,35056
48479,271193
48481,41735
48483,5546
48485,131838
48487,12892
48489,21810
48491,528718
48493,48480
48495,7893
48497,64455
48499,44227
48501,8488
48503,18152
48505,14349
48507,12023
49001,6463
49003,53139
49005,122753
49007,20399
49009,1095
49011,342281
49013,20337
49015,10216
49017,4986
49019,9579
49021,49937
49023,11010
49025,7334
49027,12694
49029,11437
49031,1466
49033,2319
49035,1121354
49037,16895
49039,29409
49041,21267
49043,40307
49045,64833
49047,36373
49049,592299
49051,30528
49053,160245
49055,2702
49057,247560
50001,36959
50003,36191
50005,30333
50007,161531
50009,6176
50011,48915
50013,6919
50015,25333
50017,28919
50019,26863
50021,59310
50023,58504
50025,43145
50027,55496
51001,32947
51003,106878
51005,15595
51007,12913
51009,31633
51011,15475
51013,230050
51015,74997
51017,4476
51019,77960
51021,6513
51023,33231
51025,16243
51027,22178
51029,17048
51031,54952
51033,30178
51035,29531
51036,7071
51037,12129
51041,339009
51043,14374
51045,5158
51047,50083
51049,9652
51051,14968
51053,28144
51057,11123
51059,1138652
51061,69069
51063,15731
51065,26271
51067,56069
51069,84421
51071,16857
51073,37214
51075,22668
51077,15107
51079,19371
51081,11706
51083,34992
51085,104392
51087,326501
51089,51445
51091,2216
51093,36596
51095,74404
51097,7159
51099,25984
51101,16334
51103,10972
51105,24179
51107,385945
51109,35236
51111,12273
51113,13078
51115,8782
51117,30892
51119,10778
51121,98602
51125,14869
51127,21147
51131,12139
51133,12222
51135,15595
51137,35533
51139,23654
51141,17923
51143,61687
51145,28443
51147,23142
51149,37845
51153,455210
51155,34203
51157,7388
51159,8774
51161,94031
51163,22392
51165,79744
51167,27370
51169,21930
51171,43175
51173,31062
51175,18057
51177,132010
51179,144361
51181,6544
51183,11504
51185,42150
51187,39155
51191,54214
51193,17592
51195,39228
51197,29016
51199,67976
51510,155810
51520,16960
51530,6452
51540,46912
51550,237940
51570,17772
51580,5518
51590,41898
51595,5305
51600,24164
51610,14014
51620,8306
51630,28297
51640,6775
51650,135410
51660,53078
51670,22735
51678,7045
51680,80212
51683,41483
51685,15915
51690,13445
51700,181825
51710,245115
51720,3864
51730,31882
51735,12017
51740,95252
51750,17483
51760,223170
51770,99660
51775,25549
51790,24363
51800,89273
51810,452602
51820,21887
51830,15214
51840,27516
53001,19238
53003,22306
53005,193686
53007,76338
53009,74570
53011,467018
53013,3938
53015,105160
53017,41327
53019,7614
53021,90160
53023,2247
53025,93546
53027,71628
53029,82636
53031,31139
53033,2149970
53035,264811
53037,44866
53039,21301
53041,77066
53043,10350
53045,62198
53047,41554
53049,21249
53051,13123
53053,861312
53055,16339
53057,123681
53059,11510
53061,787620
53063,499072
53065,44439
53067,275222
53069,4139
53071,60340
53073,216800
53075,48851
53077,249636
54001,16831
54003,113525
54005,22816
54007,14471
54009,22977
54011,95987
54013,7336
54015,8859
54017,8413
54019,44323
54021,8249
54023,11732
54025,35279
54027,23301
54029,29590
54031,13889
54033,68400
54035,29152
54037,56368
54039,186241
54041,16309
54043,21232
54045,33700
54047,19141
54049,56538
54051,31793
54053,26825
54055,60468
54057,27411
54059,24647
54061,104622
54063,13370
54065,17632
54067,25311
54069,42516
54071,7051
54073,7591
54075,8501
54077,33758
54079,56941
54081,76601
54083,29006
54085,9875
54087,14208
54089,12872
54091,16859
54093,6926
54095,8972
54097,24658
54099,40531
54101,8646
54103,15640
54105,5806
54107,85643
54109,21763
55001,20069
55003,15714
55005,45412
55007,14891
55009,260401
55011,13099
55013,15213
55015,49553
55017,63649
55019,34557
55021,56927
55023,16321
55025,531273
55027,88068
55029,27587
55031,43509
55033,44704
55035,102965
55037,4456
55039,102144
55041,9064
55043,52214
55045,37075
55047,18719
55049,23654
55051,5726
55053,20562
55055,84625
55057,26274
55059,168183
55061,20405
55063,118122
55065,16753
55067,19221
55069,27902
55071,79536
55073,135603
55075,40491
55077,15067
55078,4533
55079,951448
55081,45623
55083,37430
55085,35601
55087,184526
55089,88314
55091,7307
55093,41238
55095,43481
55097,70447
55099,13517
55101,195140
55103,17476
55105,161620
55107,14127
55109,88029
55111,63949
55113,16369
55115,41062
55117,115427
55119,20439
55121,29633
55123,30814
55125,21435
55127,102959
55129,15648
55131,134296
55133,398424
55135,51533
55137,24162
55139,169886
55141,73107
56001,38256
56003,12005
56005,48803
56007,15618
56009,14191
56011,7464
56013,40242
56015,13390
56017,4679
56019,8486
56021,98136
56023,19110
56025,81039
56027,2480
56029,29353
56031,8680
56033,30200
56035,9769
56037,44165
56039,23191
56041,20773
56043,8235
56045,7236
